Country,Indicators,,,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
MEXICO,Tourism expenditure in the country,,,US$ Millions,9133.0,9190.0,10556.0,11255.0,12792.0,13908.0,14618.0,15795.0,16793.0,14332.0,14529.0,14568.0,15870.0,16252.0,18627.0,21504.0,23270.0,24619.0,26044.0,27126.0,12133.0,21508.0,30398.0
MEXICO,Travel,,,US$ Millions,8294.0,8401.0,8858.0,9362.0,10796.0,11803.0,12177.0,12919.0,13370.0,11513.0,11992.0,11869.0,12739.0,13949.0,16208.0,17734.0,19650.0,21336.0,22526.0,24573.0,10996.0,19765.0,28017.0
MEXICO,Passenger transport,,,US$ Millions,839.0,789.0,1698.0,1893.0,1996.0,2105.0,2441.0,2876.0,3423.0,2819.0,2537.0,2699.0,3131.0,2303.0,2419.0,3770.0,3620.0,3283.0,3518.0,2553.0,1137.0,1743.0,2381.0
"MICRONESIA, FEDERATED STATES OF",Tourism expenditure in the country,,,US$ Millions,17.0,14.7,16.8,16.7,19.0,21.0,23.0,25.0,27.0,,,,,,,,,,,,,,
"MICRONESIA, FEDERATED STATES OF",Travel,,,US$ Millions,,,,,,,,,,22.0,24.0,22.0,22.0,27.0,29.0,25.0,,,,,,,
"MICRONESIA, FEDERATED STATES OF",Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
"MOLDOVA, REPUBLIC OF",Tourism expenditure in the country,,,US$ Millions,57.0,58.0,72.0,79.0,112.0,138.0,150.0,229.0,293.0,240.0,222.0,253.0,279.0,324.0,328.0,300.0,344.0,441.9,500.1,521.3,353.40000000000003,484.3,844.0
"MOLDOVA, REPUBLIC OF",Travel,,,US$ Millions,39.0,39.0,50.0,54.0,91.0,103.0,117.0,171.0,216.0,173.0,163.0,186.0,198.0,230.0,234.0,219.0,256.0,323.0,381.1,396.5,315.8,419.0,740.0
"MOLDOVA, REPUBLIC OF",Passenger transport,,,US$ Millions,18.0,19.0,22.0,25.0,21.0,35.0,33.0,58.0,77.0,67.0,59.0,67.0,81.0,94.0,94.0,81.0,88.0,118.9,119.0,124.8,37.6,65.3,104.0
MONACO,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
MONACO,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
MONACO,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
MONGOLIA,Tourism expenditure in the country,,,US$ Millions,43.0,49.0,143.0,154.0,205.0,203.0,261.0,349.0,272.0,253.0,288.0,197.0,215.0,236.0,257.0,279.0,379.0,462.0,526.0,605.0,49.0,33.5,261.0
MONGOLIA,Travel,,,US$ Millions,36.0,39.0,130.0,143.0,185.0,177.0,225.0,307.0,247.0,235.0,244.0,156.0,177.0,197.0,215.0,246.0,316.0,396.0,461.0,513.0,29.0,20.5,251.0
MONGOLIA,Passenger transport,,,US$ Millions,7.0,10.0,13.0,11.0,20.0,26.0,36.0,42.0,25.0,18.0,44.0,41.0,38.0,39.0,42.0,33.0,63.0,66.0,65.0,92.0,20.0,13.0,10.0
MONTENEGRO,Tourism expenditure in the country,,,US$ Millions,,,,,,,,660.0,859.0,792.0,765.0,926.0,860.0,929.0,959.0,947.0,978.0,1110.0,1224.0,1277.0,180.0,902.5,1110.0
MONTENEGRO,Travel,,,US$ Millions,,,,,,,,630.0,813.0,745.0,713.0,875.0,809.0,880.0,908.0,903.0,933.0,1067.0,1171.0,1225.0,166.0,894.5,1080.0
MONTENEGRO,Passenger transport,,,US$ Millions,,,,,,,,30.0,46.0,47.0,52.0,51.0,51.0,49.0,51.0,44.0,45.0,43.0,53.0,52.0,14.0,8.0,30.0
MONTSERRAT,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,9.2,9.6,10.1,10.4,13.1,12.600000000000001,5.3999999999999995,1.9000000000000001,5.1000000000000005
MONTSERRAT,Travel,,,US$ Millions,9.0,8.0,9.0,7.0,9.0,9.0,7.7,7.4,7.0,6.1,5.9,5.2,7.0,7.6,8.6,9.0,8.6,9.4,12.4,11.8,5.1,1.6,4.7
MONTSERRAT,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,0.6,0.6,1.5,1.0,0.7,0.8,0.3,0.3,0.4
MOROCCO,Tourism expenditure in the country,,,US$ Millions,2280.0,2966.0,3157.0,3802.0,4540.0,5426.0,6900.0,8307.0,8885.0,7980.0,8176.0,9101.0,8491.0,8201.0,9070.0,7765.0,7922.0,9086.0,9520.0,9949.0,4514.0,4670.0,10415.0
MOROCCO,Travel,,,US$ Millions,2039.0,2583.0,2646.0,3221.0,3922.0,4610.0,5984.0,7181.0,7221.0,6626.0,6702.0,7321.0,6697.0,6851.0,7384.0,6260.0,6557.0,7494.0,7774.0,8187.0,3848.0,3840.0,9063.0
MOROCCO,Passenger transport,,,US$ Millions,241.0,383.0,511.0,581.0,618.0,816.0,916.0,1126.0,1664.0,1354.0,1474.0,1780.0,1794.0,1350.0,1686.0,1505.0,1365.0,1592.0,1746.0,1762.0,666.0,830.0,1352.0
MOZAMBIQUE,Tourism expenditure in the country,,,US$ Millions,,,65.0,106.0,96.0,138.0,145.0,182.0,213.0,217.0,135.0,171.0,224.0,228.0,225.0,202.0,114.0,164.0,331.0,324.0,113.0,188.0,290.0
MOZAMBIQUE,Travel,,,US$ Millions,74.0,64.0,63.0,98.0,95.0,130.0,140.0,163.0,190.0,196.0,108.0,138.0,189.0,199.0,207.0,193.0,108.0,151.0,242.0,252.0,90.0,127.0,200.0
MOZAMBIQUE,Passenger transport,,,US$ Millions,,,2.0,8.0,1.0,8.0,5.0,19.0,23.0,21.0,27.0,33.0,35.0,29.0,18.0,9.0,6.0,13.0,89.0,72.0,23.0,61.0,90.0
MYANMAR,Tourism expenditure in the country,,,US$ Millions,195.0,132.0,136.0,70.0,97.0,83.0,59.0,97.0,80.0,75.0,91.0,334.0,550.0,964.0,1687.0,2199.0,2289.0,1988.0,1670.0,2501.0,,,
MYANMAR,Travel,,,US$ Millions,162.0,109.0,120.0,56.0,84.0,67.0,46.0,85.0,68.0,56.0,72.0,325.0,539.0,959.0,1613.0,2120.0,2197.0,1969.0,1652.0,2483.0,,,
MYANMAR,Passenger transport,,,US$ Millions,33.0,23.0,16.0,14.0,13.0,16.0,13.0,12.0,12.0,19.0,19.0,9.0,11.0,5.0,74.0,79.0,92.0,19.0,18.0,18.0,,,
NAMIBIA,Tourism expenditure in the country,,,US$ Millions,145.0,250.0,244.0,383.0,426.0,362.0,474.0,541.0,485.0,507.0,471.0,516.0,416.0,357.0,552.0,540.0,295.0,449.0,488.0,451.0,131.0,135.0,294.0
NAMIBIA,Travel,,,US$ Millions,112.0,222.0,211.0,333.0,405.0,348.0,382.0,433.0,383.0,395.0,320.0,264.0,293.0,244.0,452.0,465.0,224.0,341.0,380.0,349.0,118.0,129.0,277.0
NAMIBIA,Passenger transport,,,US$ Millions,33.0,28.0,33.0,50.0,21.0,14.0,92.0,108.0,102.0,112.0,151.0,252.0,123.0,113.0,100.0,75.0,71.0,108.0,108.0,102.0,13.0,6.0,17.0
NAURU,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
NAURU,Travel,,,US$ Millions,,,,,,,,,0.6,0.5,0.6,1.0,1.0,1.5,6.8,1.7,3.4,3.9,1.6,,,,
NAURU,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
NEPAL,Tourism expenditure in the country,,,US$ Millions,219.0,191.0,134.0,232.0,260.0,160.0,157.0,234.0,353.0,439.0,378.0,415.0,379.0,460.0,511.0,509.0,498.0,712.0,740.0,801.0,238.0,176.0,432.6
NEPAL,Travel,,,US$ Millions,158.0,144.0,103.0,199.0,230.0,131.0,128.0,200.0,335.0,413.0,344.0,383.0,351.0,436.0,487.0,483.0,446.0,629.0,644.0,705.0,197.0,142.0,377.8
NEPAL,Passenger transport,,,US$ Millions,61.0,47.0,31.0,33.0,30.0,29.0,29.0,34.0,18.0,26.0,34.0,32.0,28.0,24.0,24.0,26.0,52.0,83.0,96.0,96.0,41.0,34.0,54.8
NETHERLANDS,Tourism expenditure in the country,,,US$ Millions,11285.0,11147.0,11745.0,14603.0,16495.0,,,,,,,,17675.0,19429.0,19669.0,17558.0,19421.8,21630.0,23924.899999999998,22114.100000000002,10708.1,10456.6,18583.1
NETHERLANDS,Travel,,,US$ Millions,7197.0,6708.0,7710.0,9163.0,10308.0,8770.0,9273.0,11313.0,12874.0,12063.0,11653.0,12897.0,12295.0,13733.0,14684.0,13171.0,14263.6,16117.2,17781.6,18575.4,9658.4,9427.6,16037.9
NETHERLANDS,Passenger transport,,,US$ Millions,4088.0,4439.0,4035.0,5440.0,6187.0,,,,,,,,5380.0,5696.0,4985.0,4387.0,5158.2,5512.8,6143.3,3538.7,1049.7,1029.0,2545.2
NEW CALEDONIA,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,267.0,236.0,226.0,285.0,288.0,287.0,287.0,246.0,248.0,,,,,,
NEW CALEDONIA,Travel,,,US$ Millions,111.0,94.0,156.0,196.0,241.0,149.0,122.0,142.0,152.0,141.0,129.0,166.0,165.0,168.0,187.0,158.0,159.0,,,,,,
NEW CALEDONIA,Passenger transport,,,US$ Millions,,,,,,,,,115.0,95.0,97.0,119.0,123.0,119.0,100.0,88.0,89.0,,,,,,
NEW ZEALAND,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
NEW ZEALAND,Travel,,,US$ Millions,2272.0,2340.0,3159.0,4232.0,5098.0,6486.0,6148.0,7190.0,6961.0,5979.0,6523.0,7295.0,7142.0,7434.0,8582.0,9464.0,9773.0,10594.0,10961.0,10580.0,5686.0,2875.0,4096.0
NEW ZEALAND,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
NICARAGUA,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
NICARAGUA,Travel,,,US$ Millions,129.0,135.0,135.0,160.0,192.0,206.0,249.0,277.0,303.0,336.0,314.0,391.0,421.0,417.0,446.0,528.0,642.0,841.0,544.0,515.0,199.0,184.0,596.0
NICARAGUA,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
NIGER,Tourism expenditure in the country,,,US$ Millions,23.1,30.1,20.2,27.5,32.3,43.9,39.0,44.0,86.0,69.0,105.5,54.0,51.0,59.0,100.0,80.0,84.0,91.0,114.0,130.0,97.0,143.0,
NIGER,Travel,,,US$ Millions,23.0,30.0,20.0,27.0,31.0,43.0,36.0,41.0,79.0,66.0,105.0,51.0,50.0,58.0,90.0,74.0,77.0,83.0,98.0,116.0,85.0,120.0,
NIGER,Passenger transport,,,US$ Millions,0.1,0.1,0.2,0.5,1.3,0.9,3.0,3.0,7.0,3.0,0.5,3.0,1.0,1.0,10.0,6.0,7.0,8.0,16.0,14.0,12.0,23.0,
NIGERIA,Tourism expenditure in the country,,,US$ Millions,186.0,168.0,256.0,58.0,49.0,139.0,209.0,337.0,958.0,791.0,736.0,688.0,638.0,616.0,605.0,461.0,1088.0,2615.0,1977.0,1471.0,321.0,265.0,1142.0
NIGERIA,Travel,,,US$ Millions,101.0,91.0,139.0,30.0,21.0,54.0,184.0,213.0,569.0,602.0,569.0,623.0,555.0,538.0,543.0,404.0,1070.0,2549.0,1962.0,1449.0,313.0,256.0,1127.0
NIGERIA,Passenger transport,,,US$ Millions,85.0,77.0,117.0,28.0,28.0,85.0,25.0,124.0,389.0,189.0,167.0,65.0,83.0,78.0,62.0,57.0,18.0,66.0,15.0,22.0,8.0,9.0,15.0
NIUE,Tourism expenditure in the country,,,US$ Millions,,,,1.3,1.0,1.2,1.1,1.6,2.0,1.7,2.2,,,,,,,,,,,,
NIUE,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,7.0,8.3,,,,,
NIUE,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
NORTH MACEDONIA,Tourism expenditure in the country,,,US$ Millions,88.0,49.0,55.0,86.0,103.0,116.0,156.0,219.0,262.0,232.0,199.0,242.0,237.0,270.0,298.0,268.0,283.0,331.0,387.0,401.0,253.0,387.0,483.0
NORTH MACEDONIA,Travel,,,US$ Millions,38.0,26.0,39.0,57.0,72.0,89.0,129.0,186.0,228.0,218.0,197.0,240.0,234.0,267.0,295.0,265.0,280.0,327.0,382.0,396.0,252.0,385.0,480.0
NORTH MACEDONIA,Passenger transport,,,US$ Millions,50.0,23.0,16.0,29.0,31.0,27.0,27.0,33.0,34.0,14.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,1.0,2.0,3.0
NORTHERN MARIANA ISLANDS,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
NORWAY,Tourism expenditure in the country,,,US$ Millions,2521.0,2380.0,2581.0,2989.0,3531.0,4243.0,4289.0,5322.0,5702.0,4949.0,5299.0,6565.0,6784.0,7175.0,7503.0,6370.0,6285.0,6565.0,7280.0,7390.0,2172.0,2401.0,6445.0
NORWAY,Travel,,,US$ Millions,2050.0,1958.0,2179.0,2500.0,2980.0,3494.0,3791.0,4503.0,4853.0,4199.0,4692.0,5329.0,5436.0,5627.0,5579.0,4864.0,5226.0,5601.0,5928.0,5900.0,1830.0,1923.0,5421.0
NORWAY,Passenger transport,,,US$ Millions,471.0,422.0,402.0,489.0,551.0,749.0,498.0,819.0,849.0,750.0,607.0,1236.0,1348.0,1548.0,1924.0,1506.0,1059.0,964.0,1352.0,1490.0,342.0,478.0,1024.0
OMAN,Tourism expenditure in the country,,,US$ Millions,377.0,538.0,539.0,546.0,601.0,627.0,749.0,905.0,1105.0,1092.0,1072.0,1515.0,1723.0,1888.0,1971.0,2247.0,2324.0,2717.0,2975.0,3193.0,722.0,511.0,
OMAN,Travel,,,US$ Millions,221.0,385.0,393.0,385.0,411.0,429.0,544.0,648.0,796.0,689.0,783.0,995.0,1096.0,1295.0,1375.0,1540.0,1617.0,1747.0,1758.0,1811.0,455.0,362.0,
OMAN,Passenger transport,,,US$ Millions,156.0,153.0,146.0,161.0,190.0,198.0,205.0,257.0,309.0,403.0,289.0,520.0,627.0,593.0,596.0,707.0,707.0,970.0,1217.0,1382.0,267.0,149.0,
PAKISTAN,Tourism expenditure in the country,,,US$ Millions,551.0,533.0,562.0,620.0,765.0,828.0,919.0,912.0,986.0,950.0,998.0,1127.0,1014.0,938.0,971.0,915.0,790.0,865.0,845.0,992.0,765.0,884.0,1182.0
PAKISTAN,Travel,,,US$ Millions,81.0,88.0,97.0,122.0,179.0,182.0,255.0,276.0,316.0,272.0,305.0,373.0,339.0,288.0,282.0,317.0,322.0,352.0,390.0,494.0,439.0,559.0,739.0
PAKISTAN,Passenger transport,,,US$ Millions,470.0,445.0,465.0,498.0,586.0,646.0,664.0,636.0,670.0,678.0,693.0,754.0,675.0,650.0,689.0,598.0,468.0,513.0,455.0,498.0,326.0,325.0,443.0
PALAU,Tourism expenditure in the country,,,US$ Millions,,,,,,63.0,60.0,68.0,78.0,76.0,76.0,94.0,109.0,117.0,131.0,156.0,,,,,,,
PALAU,Travel,,,US$ Millions,45.0,41.0,40.0,41.0,49.0,60.0,57.0,65.0,74.0,73.0,73.0,91.0,105.0,113.0,127.0,149.0,121.0,106.0,96.0,83.0,41.0,4.0,15.0
PALAU,Passenger transport,,,US$ Millions,,,,,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,,,,,,,
PANAMA,Tourism expenditure in the country,,,US$ Millions,628.0,665.0,710.0,804.0,903.0,1108.0,1425.0,1806.0,2208.0,2280.0,2621.0,3630.0,4585.0,5419.0,5749.0,5754.0,6283.0,6827.0,7139.0,7051.0,1853.0,3611.0,7388.0
PANAMA,Travel,,,US$ Millions,458.0,477.0,513.0,585.0,651.0,780.0,960.0,1185.0,1408.0,1484.0,1745.0,2519.0,3064.0,3533.0,3729.0,3948.0,4234.0,4422.0,4617.0,4520.0,1129.0,2309.0,4723.0
PANAMA,Passenger transport,,,US$ Millions,170.0,188.0,197.0,219.0,252.0,328.0,465.0,621.0,800.0,796.0,876.0,1111.0,1521.0,1886.0,2020.0,1806.0,2049.0,2405.0,2522.0,2531.0,724.0,1302.0,2665.0
PAPUA NEW GUINEA,Tourism expenditure in the country,,,US$ Millions,,,,4.9,7.1,7.0,4.6,7.2,4.2,,2.4,6.0,2.36,3.8000000000000003,2.8000000000000003,1.8,1.6,15.260000000000002,4.17,4.7,1.5,2.0,
PAPUA NEW GUINEA,Travel,,,US$ Millions,7.0,5.0,3.0,4.0,5.8,3.6,4.3,5.0,2.7,2.1,2.3,5.8,2.3,3.7,2.7,1.7,0.8,1.96,3.4,3.9,0.7,1.85,
PAPUA NEW GUINEA,Passenger transport,,,US$ Millions,,,,0.9,1.3,3.4,0.3,2.2,1.5,,0.1,0.2,0.06,0.1,0.1,0.1,0.8,13.3,0.77,0.8,0.8,0.15,
PARAGUAY,Tourism expenditure in the country,,,US$ Millions,88.0,91.0,76.0,81.0,87.0,96.0,112.0,121.0,392.0,392.0,434.0,472.0,522.0,539.0,573.0,959.0,1039.0,1250.0,959.0,983.0,212.0,102.0,475.0
PARAGUAY,Travel,,,US$ Millions,73.0,69.0,62.0,64.0,70.0,78.0,92.0,102.0,373.0,372.0,408.0,452.0,496.0,513.0,547.0,929.0,1009.0,1220.0,929.0,953.0,201.0,84.0,454.0
PARAGUAY,Passenger transport,,,US$ Millions,15.0,22.0,14.0,17.0,17.0,18.0,20.0,19.0,19.0,20.0,26.0,20.0,26.0,26.0,26.0,30.0,30.0,30.0,30.0,30.0,11.0,18.0,21.0
PERU,Tourism expenditure in the country,,,US$ Millions,861.0,763.0,836.0,1023.0,1232.0,1438.0,1775.0,2007.0,2396.0,2440.0,2475.0,2814.0,3074.0,3916.0,3907.0,4140.0,4288.0,4439.0,4505.0,4703.0,1002.0,1043.0,2937.9
PERU,Travel,,,US$ Millions,837.0,733.0,787.0,963.0,1142.0,1308.0,1570.0,1723.0,1991.0,2014.0,2008.0,2262.0,2443.0,3000.0,3077.0,3309.0,3486.0,3576.0,3557.0,3738.0,776.0,688.0,2136.9
PERU,Passenger transport,,,US$ Millions,24.0,30.0,49.0,60.0,90.0,130.0,205.0,284.0,405.0,426.0,467.0,552.0,631.0,916.0,830.0,831.0,802.0,863.0,948.0,965.0,226.0,355.0,801.0
PHILIPPINES,Tourism expenditure in the country,,,US$ Millions,2334.0,2011.0,2018.0,1821.0,2390.0,2863.0,4051.0,5523.0,3293.0,2916.0,3441.0,4053.0,4963.0,5599.0,6059.0,6414.0,6289.0,8349.0,9715.0,11455.0,2499.0,953.0,5239.0
PHILIPPINES,Travel,,,US$ Millions,2156.0,1742.0,1761.0,1544.0,2017.0,2287.0,3542.0,4961.0,2563.0,2370.0,2645.0,3198.0,4061.0,4690.0,5030.0,5272.0,5143.0,6988.0,8240.0,9781.0,1791.0,600.0,4174.0
PHILIPPINES,Passenger transport,,,US$ Millions,178.0,269.0,257.0,277.0,373.0,576.0,509.0,562.0,730.0,546.0,796.0,855.0,902.0,909.0,1029.0,1142.0,1146.0,1361.0,1475.0,1674.0,708.0,353.0,1065.0
POLAND,Tourism expenditure in the country,,,US$ Millions,6128.0,5121.0,4971.0,4733.0,6521.0,7161.0,8153.0,11729.0,12897.0,9888.0,9875.0,11471.0,11704.0,12242.0,12691.0,11164.0,11922.0,14080.0,15699.0,16011.0,8843.0,10142.0,16419.0
POLAND,Travel,,,US$ Millions,5677.0,4646.0,4314.0,4069.0,5855.0,6304.0,7270.0,10641.0,11826.0,9056.0,9414.0,10554.0,10801.0,11154.0,11614.0,10283.0,10847.0,12769.0,13992.0,14003.0,8239.0,9087.0,14408.0
POLAND,Passenger transport,,,US$ Millions,451.0,475.0,657.0,664.0,666.0,857.0,883.0,1088.0,1071.0,832.0,461.0,917.0,903.0,1088.0,1077.0,881.0,1075.0,1311.0,1707.0,2008.0,604.0,1055.0,2011.0
PORTUGAL,Tourism expenditure in the country,,,US$ Millions,6029.0,6264.0,6643.0,7687.0,8902.0,9038.0,10487.0,12945.0,14081.0,12357.0,12984.0,14911.0,14578.0,16080.0,17577.0,16007.0,17347.0,21586.0,24365.0,24592.0,10533.0,13823.0,26309.0
PORTUGAL,Travel,,,US$ Millions,5244.0,5469.0,5803.0,6627.0,7678.0,7674.0,8420.0,10173.0,10985.0,9701.0,10004.0,11384.0,10997.0,12149.0,13651.0,12875.0,14217.0,17751.0,20057.0,20444.0,8838.0,11818.0,21971.0
PORTUGAL,Passenger transport,,,US$ Millions,785.0,795.0,840.0,1060.0,1224.0,1364.0,2067.0,2772.0,3096.0,2656.0,2980.0,3527.0,3581.0,3931.0,3926.0,3132.0,3130.0,3835.0,4308.0,4148.0,1695.0,2005.0,4338.0
PUERTO RICO,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,3903.6,3339.8,3636.7,2939.4,2802.9,3335.1
PUERTO RICO,Travel,,,US$ Millions,2388.0,2728.0,2486.0,2677.0,3024.0,3239.0,3369.0,3414.0,3535.0,3176.0,3211.0,3143.0,3193.0,3311.0,3439.0,3825.0,3974.0,3868.0,3303.0,3612.0,2921.0,2787.0,3330.1
PUERTO RICO,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,35.6,36.8,24.7,18.4,15.9,5.0
QATAR,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,4463.0,7220.0,8452.0,10576.0,12131.0,12593.0,15757.0,15239.0,15647.0,14318.0,14830.0,25046.0
QATAR,Travel,,,US$ Millions,128.0,272.0,285.0,369.0,498.0,760.0,874.0,,,,,1170.0,2857.0,3456.0,4591.0,5035.0,5411.0,5971.0,5565.0,5442.0,3563.0,4263.0,7262.0
QATAR,Passenger transport,,,US$ Millions,,,,,,,,,,,,3293.0,4363.0,4996.0,5985.0,7096.0,7182.0,9786.0,9674.0,10205.0,10755.0,10567.0,17784.0
REUNION,Tourism expenditure in the country,,,US$ Millions,296.0,281.0,284.0,351.0,390.0,384.0,282.0,401.0,450.0,427.0,389.0,479.0,404.0,403.0,387.0,339.0,360.0,402.0,511.0,459.0,181.0,227.0,439.0
REUNION,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
REUNION,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
ROMANIA,Tourism expenditure in the country,,,US$ Millions,394.0,419.0,400.0,523.0,607.0,1324.0,1675.0,2073.0,2626.0,1688.0,1631.0,2016.0,1904.0,2307.0,2388.0,2229.0,2474.0,3553.0,3879.0,4240.0,1619.0,3525.0,5036.0
ROMANIA,Travel,,,US$ Millions,359.0,362.0,335.0,449.0,503.0,1051.0,1307.0,1610.0,1992.0,1230.0,1136.0,1419.0,1466.0,1849.0,1987.0,1841.0,2032.0,3079.0,3388.0,3572.0,1441.0,3275.0,4671.0
ROMANIA,Passenger transport,,,US$ Millions,35.0,57.0,65.0,74.0,104.0,273.0,368.0,463.0,634.0,458.0,495.0,597.0,438.0,458.0,401.0,388.0,442.0,474.0,491.0,668.0,178.0,250.0,365.0
RUSSIAN FEDERATION,Tourism expenditure in the country,,,US$ Millions,,4726.0,5278.0,5879.0,7262.0,7805.0,9720.0,12426.0,15821.0,12369.0,13239.0,16961.0,17876.0,20198.0,19451.0,13186.0,12822.0,14938.0,18735.0,17288.0,6029.0,6330.0,6819.0
RUSSIAN FEDERATION,Travel,,,US$ Millions,3429.0,3572.0,4040.0,4502.0,5530.0,5870.0,7628.0,9447.0,11842.0,9366.0,8830.0,11328.0,10759.0,11988.0,11759.0,8420.0,7787.0,8945.0,11591.0,10961.0,3909.0,3986.0,5543.0
RUSSIAN FEDERATION,Passenger transport,,,US$ Millions,,1154.0,1238.0,1377.0,1732.0,1935.0,2092.0,2979.0,3979.0,3003.0,4409.0,5633.0,7117.0,8210.0,7692.0,4766.0,5035.0,5993.0,7144.0,6327.0,2120.0,2344.0,1276.0
RWANDA,Tourism expenditure in the country,,,US$ Millions,27.0,29.0,,,,67.0,148.0,177.0,224.0,223.0,224.0,298.0,337.0,364.0,376.0,427.0,443.0,496.0,547.0,635.9,212.0,284.0,618.0
RWANDA,Travel,,,US$ Millions,23.0,25.0,31.0,30.0,44.0,49.0,132.0,152.0,186.0,174.0,202.0,252.0,282.0,294.0,304.0,338.0,363.0,381.0,392.0,458.0,120.0,150.0,400.0
RWANDA,Passenger transport,,,US$ Millions,4.0,4.0,,,,18.0,16.0,25.0,38.0,49.0,22.0,46.0,55.0,70.0,72.0,89.0,80.0,115.0,155.0,177.9,92.0,134.0,218.0
SABA,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
SABA,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
SABA,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
SAINT KITTS AND NEVIS,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
SAINT KITTS AND NEVIS,Travel,,,US$ Millions,58.0,62.0,57.0,75.0,103.0,121.0,132.0,125.0,110.0,83.0,90.0,94.0,95.0,101.0,343.0,317.0,332.0,352.0,366.0,362.0,107.0,153.0,302.0
SAINT KITTS AND NEVIS,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
SAINT LUCIA,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
SAINT LUCIA,Travel,,,US$ Millions,281.0,233.0,210.0,282.0,326.0,382.0,294.0,302.0,311.0,296.0,309.0,321.0,337.0,354.0,778.0,810.0,776.0,875.0,963.0,1064.0,340.0,569.0,1080.0
SAINT LUCIA,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
SAINT VINCENT AND THE GRENADINES,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,178.5,211.1,221.3,215.4,244.0,246.0,90.0,62.0,171.0
SAINT VINCENT AND THE GRENADINES,Travel,,,US$ Millions,82.0,89.0,91.0,91.0,96.0,104.0,113.0,110.0,96.0,88.0,86.0,92.0,94.0,92.0,175.0,207.0,216.0,210.0,239.0,242.0,88.0,60.0,166.0
SAINT VINCENT AND THE GRENADINES,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,3.5,4.1,5.3,5.4,5.0,4.0,2.0,2.0,5.0
SAMOA,Tourism expenditure in the country,,,US$ Millions,,,,,70.0,73.8,88.4,102.4,111.6,115.2,123.7,134.9,148.2,137.2,147.7,142.4,148.7,167.0,192.3,206.1,23.06,0.2,57.6
SAMOA,Travel,,,US$ Millions,41.0,39.0,45.0,54.0,69.0,73.0,87.0,102.0,111.0,115.0,123.0,134.0,148.0,136.0,147.0,142.0,148.0,166.0,192.0,206.0,23.0,,57.1
SAMOA,Passenger transport,,,US$ Millions,,,,,1.0,0.8,1.4,0.4,0.6,0.2,0.7,0.9,0.2,1.2,0.7,0.4,0.7,1.0,0.3,0.1,0.06,0.2,0.5
SAN MARINO,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
SAN MARINO,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,212.0,227.0,227.0,155.0,225.0,
SAN MARINO,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
SAO TOME AND PRINCIPE,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
