Country,Years,Overnights visitors (tourists) (Thousands),Same-day visitors (excursionists) (Thousands),Total departures (Thousands)
POLAND,2005,6200.0,34641.0,40841.0
POLAND,2006,7300.0,37396.0,44696.0
POLAND,2007,6900.0,40661.0,47561.0
POLAND,2008,7600.0,42643.0,50243.0
POLAND,2009,6300.0,32970.0,39270.0
POLAND,2010,7100.0,35660.0,42760.0
POLAND,2011,6300.0,36970.0,43270.0
POLAND,2012,9300.0,38990.0,48290.0
POLAND,2013,10050.0,42530.0,52580.0
POLAND,2014,10300.0,25100.0,35400.0
POLAND,2015,10900.0,33400.0,44300.0
POLAND,2016,11300.0,33200.0,44500.0
POLAND,2017,12000.0,34700.0,46700.0
POLAND,2018,12800.0,35800.0,48600.0
POLAND,2019,13500.0,37100.0,50600.0
POLAND,2020,6200.0,20706.0,26906.0
POLAND,2021,6813.0,17407.0,24220.0
POLAND,2022,11742.0,22006.0,33748.0
PORTUGAL,2004,,,17141.0
PORTUGAL,2005,,,18110.0
PORTUGAL,2006,,,18378.0
PORTUGAL,2007,,,20989.0
PORTUGAL,2012,1361.0,,
PORTUGAL,2013,1490.0,,
PORTUGAL,2014,1502.0,,
PORTUGAL,2015,1893.0,,
PORTUGAL,2016,1941.0,,
PORTUGAL,2017,2195.0,,
PORTUGAL,2018,2486.0,,
PORTUGAL,2019,3100.0,,
PORTUGAL,2020,680.0,,
PORTUGAL,2021,1012.0,,
PORTUGAL,2022,2657.0,,
PUERTO RICO,2000,1259.0,,
PUERTO RICO,2001,1331.0,,
PUERTO RICO,2002,1227.0,,
PUERTO RICO,2003,1272.0,,
PUERTO RICO,2004,1361.0,,
PUERTO RICO,2005,1410.0,,
PUERTO RICO,2006,1468.0,,
PUERTO RICO,2007,1441.0,,
PUERTO RICO,2008,1438.0,,
PUERTO RICO,2009,1116.0,,
PUERTO RICO,2010,980.0,,
PUERTO RICO,2011,924.0,,
PUERTO RICO,2012,876.0,,
PUERTO RICO,2013,839.0,,
PUERTO RICO,2014,793.0,,
PUERTO RICO,2015,746.0,,
PUERTO RICO,2016,789.0,,
PUERTO RICO,2017,784.0,,
PUERTO RICO,2018,731.0,,
PUERTO RICO,2019,766.0,,
PUERTO RICO,2020,688.0,,
PUERTO RICO,2021,659.0,,
PUERTO RICO,2022,1086.0,,
ROMANIA,2000,,,6388.0
ROMANIA,2001,,,6408.0
ROMANIA,2002,,,5757.0
ROMANIA,2003,,,6497.0
ROMANIA,2004,,,6972.0
ROMANIA,2005,,,7140.0
ROMANIA,2006,,,8906.0
ROMANIA,2007,,,10980.0
ROMANIA,2008,,,13072.0
ROMANIA,2009,,,11723.0
ROMANIA,2010,,,10905.0
ROMANIA,2011,,,10936.0
ROMANIA,2012,,,11149.0
ROMANIA,2013,,,11364.0
ROMANIA,2014,,,12299.0
ROMANIA,2015,,,13118.0
ROMANIA,2016,,,16128.0
ROMANIA,2017,,,19953.0
ROMANIA,2018,,,21039.0
ROMANIA,2019,,,23066.0
ROMANIA,2020,,,9510.0
ROMANIA,2021,,,11643.0
ROMANIA,2022,,,17265.0
RUSSIAN FEDERATION,2000,,,18371.0
RUSSIAN FEDERATION,2001,,,18030.0
RUSSIAN FEDERATION,2002,,,20428.0
RUSSIAN FEDERATION,2003,,,20572.0
RUSSIAN FEDERATION,2004,,,24507.0
RUSSIAN FEDERATION,2005,,,28416.0
RUSSIAN FEDERATION,2006,,,29107.0
RUSSIAN FEDERATION,2007,,,34285.0
RUSSIAN FEDERATION,2008,,,36538.0
RUSSIAN FEDERATION,2009,,,34276.0
RUSSIAN FEDERATION,2010,,,39323.0
RUSSIAN FEDERATION,2011,,,43726.0
RUSSIAN FEDERATION,2012,,,47813.0
RUSSIAN FEDERATION,2013,,,54069.0
RUSSIAN FEDERATION,2014,,,45889.0
RUSSIAN FEDERATION,2015,,,34550.0
RUSSIAN FEDERATION,2016,,,31659.0
RUSSIAN FEDERATION,2017,,,39629.0
RUSSIAN FEDERATION,2018,,,41964.0
RUSSIAN FEDERATION,2019,,,45330.0
RUSSIAN FEDERATION,2020,,,12361.0
SAMOA,2000,61.0,,
SAMOA,2001,56.0,,
SAMOA,2002,53.0,,
SAMOA,2003,51.0,,
SAMOA,2004,54.0,,
SAMOA,2005,52.0,,
SAMOA,2006,51.0,,
SAMOA,2007,52.0,,
SAMOA,2008,53.0,,
SAMOA,2009,43.0,,
SAMOA,2010,56.0,,
SAMOA,2011,57.0,,
SAMOA,2012,56.0,,
SAMOA,2013,51.0,,
SAMOA,2014,57.0,,
SAMOA,2015,54.0,,
SAMOA,2017,55.0,,
SAMOA,2018,64.0,,
SAMOA,2019,69.0,,
SAMOA,2020,18.5,,
SAMOA,2021,4.9,,
SAMOA,2022,25.0,,
SAO TOME AND PRINCIPE,2007,8.6,,
SAO TOME AND PRINCIPE,2008,10.3,,
SAUDI ARABIA,2002,7896.0,,
SAUDI ARABIA,2003,4104.0,,
SAUDI ARABIA,2004,3811.0,423.0,4234.0
SAUDI ARABIA,2005,4403.0,606.0,5009.0
SAUDI ARABIA,2006,2000.0,335.0,2336.0
SAUDI ARABIA,2007,4126.0,691.0,4817.0
SAUDI ARABIA,2008,4087.0,618.0,4705.0
SAUDI ARABIA,2009,6032.0,435.0,6467.0
SAUDI ARABIA,2010,17827.0,798.0,18625.0
SAUDI ARABIA,2011,15281.320349678323,584.0786602837678,15865.39900996209
SAUDI ARABIA,2012,18671.0,1414.0,20084.258799210005
SAUDI ARABIA,2013,19153.95934874298,3381.4985953570194,22535.457944099995
SAUDI ARABIA,2014,19824.4911796831,2498.10905854894,22322.602
SAUDI ARABIA,2015,20819.0,4235.0,25054.0
SAUDI ARABIA,2016,21207.0,6411.0,27618.0
SAUDI ARABIA,2017,21146.0,7602.0,28748.0
SAUDI ARABIA,2018,19751.0,7674.0,27425.0
SAUDI ARABIA,2019,19010.0,8186.0,27196.0
SAUDI ARABIA,2020,4839.0,1819.0,6657.0
SAUDI ARABIA,2021,8415.1,2263.1,10678.2
SAUDI ARABIA,2022,16882.0,7381.0,24264.0
SEYCHELLES,2000,36.0,,
SEYCHELLES,2001,41.0,,
SEYCHELLES,2002,53.0,,
SEYCHELLES,2003,50.0,,
SEYCHELLES,2004,48.0,,
SEYCHELLES,2005,52.0,,
SEYCHELLES,2006,55.0,,
SEYCHELLES,2007,58.0,,
SEYCHELLES,2008,54.0,,
SEYCHELLES,2009,49.0,,
SEYCHELLES,2010,59.0,,
SEYCHELLES,2011,48.0,,
SEYCHELLES,2012,45.0,,
SEYCHELLES,2013,47.0,,
SEYCHELLES,2014,50.0,,
SEYCHELLES,2015,56.0,,
SEYCHELLES,2016,68.0,,
SEYCHELLES,2017,74.0,,
SEYCHELLES,2018,72.0,,
SEYCHELLES,2019,76.0,,
SEYCHELLES,2020,19.0,,
SEYCHELLES,2021,27.0,,
SEYCHELLES,2022,51.0,,
SIERRA LEONE,2000,13.0,,
SIERRA LEONE,2001,20.0,,
SIERRA LEONE,2002,27.0,,
SIERRA LEONE,2003,13.0,,
SIERRA LEONE,2004,28.0,,
SIERRA LEONE,2005,63.0,,
SIERRA LEONE,2006,67.0,,
SIERRA LEONE,2007,71.0,,
SIERRA LEONE,2008,73.0,,
SIERRA LEONE,2009,72.0,,
SIERRA LEONE,2010,76.0,,
SIERRA LEONE,2011,99.0,,
SIERRA LEONE,2012,104.0,,
SIERRA LEONE,2013,111.0,,
SIERRA LEONE,2014,93.0,,
SIERRA LEONE,2015,61.0,,
SIERRA LEONE,2016,92.0,,
SIERRA LEONE,2017,110.0,,
SIERRA LEONE,2018,112.0,,
SIERRA LEONE,2019,122.0,,
SIERRA LEONE,2020,38.0,,
SIERRA LEONE,2021,25.0,,
SINGAPORE,2000,4444.0,,
SINGAPORE,2001,4363.0,,
SINGAPORE,2002,4399.0,,
SINGAPORE,2003,4221.0,,
SINGAPORE,2004,5165.0,,
SINGAPORE,2005,5159.0,,
SINGAPORE,2006,5533.0,,
SINGAPORE,2007,6024.0,,
SINGAPORE,2008,6828.0,,
SINGAPORE,2009,6961.0,,
SINGAPORE,2010,7342.0,,
SINGAPORE,2011,7753.0,,
SINGAPORE,2012,8048.0,,
SINGAPORE,2013,8647.0,,
SINGAPORE,2014,8903.0,,
SINGAPORE,2015,9125.0,,
SINGAPORE,2016,9474.0,,
SINGAPORE,2017,9889.0,,
SINGAPORE,2018,10378.0,,
SINGAPORE,2019,10711.0,,
SINGAPORE,2020,1543.0,,
SINGAPORE,2021,833.0,,
SINGAPORE,2022,5154.0,,
SLOVAKIA,2005,,,2987.0
SLOVAKIA,2006,,,3149.0
SLOVAKIA,2007,,,3603.0
SLOVAKIA,2008,,,3683.0
SLOVAKIA,2009,,,3230.0
SLOVAKIA,2010,,,2692.0
SLOVAKIA,2011,,,3285.0
SLOVAKIA,2012,,,2689.0
SLOVAKIA,2013,,,2129.0
SLOVAKIA,2014,,,2406.0
SLOVAKIA,2015,,,2777.0
SLOVAKIA,2016,,,3095.0
SLOVAKIA,2017,,,3870.0
SLOVAKIA,2018,,,4662.0
SLOVAKIA,2019,,,5214.0
SLOVAKIA,2020,,,1044.0
SLOVAKIA,2021,,,1562.0
SLOVENIA,2000,1965.0,,
SLOVENIA,2001,2055.0,,
SLOVENIA,2002,2127.0,,
SLOVENIA,2003,2114.0,,
SLOVENIA,2004,2800.0,,
SLOVENIA,2005,2660.0,4076.0,6736.0
SLOVENIA,2006,2680.0,4134.0,6814.0
SLOVENIA,2007,2496.0,3073.0,5569.0
SLOVENIA,2008,2459.0,3031.0,5490.0
SLOVENIA,2009,2586.0,2989.0,5575.0
SLOVENIA,2010,2874.0,2466.0,5340.0
SLOVENIA,2011,2722.0,2351.0,5073.0
SLOVENIA,2012,2474.0,1991.0,4465.0
SLOVENIA,2013,2612.0,1828.0,4440.0
SLOVENIA,2014,2642.0,2030.0,4672.0
SLOVENIA,2015,2867.0,2042.0,4909.0
SLOVENIA,2016,2853.0,2555.0,5408.0
SLOVENIA,2017,3013.0,2397.0,5410.0
SLOVENIA,2018,3188.0,2221.0,5409.0
SLOVENIA,2019,3170.0,2879.0,6049.0
SLOVENIA,2020,1138.0,754.0,1892.0
SLOVENIA,2021,2123.0,907.0,3030.0
SLOVENIA,2022,3161.0,1566.0,4727.0
SPAIN,2000,4100.0,,
SPAIN,2001,4139.0,,
SPAIN,2002,3871.0,,
SPAIN,2003,4094.0,,
SPAIN,2004,5121.0,,
SPAIN,2005,10464.0,,
SPAIN,2006,10678.0,,
SPAIN,2007,11276.0,1433.0,12709.0
SPAIN,2008,11229.0,1813.0,13042.0
SPAIN,2009,12017.0,1737.0,13754.0
SPAIN,2010,12379.0,1875.0,14254.0
SPAIN,2011,13347.0,2597.0,15944.0
SPAIN,2012,12422.0,2494.0,14916.0
SPAIN,2013,11246.0,2188.0,13434.0
SPAIN,2014,11783.0,2169.0,13952.0
SPAIN,2015,14407.0,3218.0,17625.0
SPAIN,2016,15405.0,2872.0,18277.0
SPAIN,2017,17031.0,3243.0,20274.0
SPAIN,2018,19032.0,3255.0,22287.0
SPAIN,2019,19845.0,2971.0,22816.0
SPAIN,2020,4940.0,1296.0,6236.0
SPAIN,2021,7013.0,1525.0,8538.0
SPAIN,2022,15755.0,2498.0,18253.0
SRI LANKA,2000,524.0,,
SRI LANKA,2001,505.0,,
SRI LANKA,2002,533.0,,
SRI LANKA,2003,561.0,,
SRI LANKA,2004,680.0,,
SRI LANKA,2005,727.0,,
SRI LANKA,2006,757.0,,
SRI LANKA,2007,862.0,,
SRI LANKA,2008,966.0,,
SRI LANKA,2009,963.0,,
SRI LANKA,2010,1122.0,,
SRI LANKA,2011,1239.0,,
SRI LANKA,2012,1269.0,,
SRI LANKA,2013,1262.0,,
SRI LANKA,2014,1311.0,,
SRI LANKA,2015,1356.0,,
SRI LANKA,2016,1448.0,,
SRI LANKA,2017,1439.0,,
SRI LANKA,2018,1476.0,,
SRI LANKA,2019,1441.0,,
SRI LANKA,2020,305.0,,
SRI LANKA,2021,309.0,,
SRI LANKA,2022,1127.5,,
SWEDEN,2000,10147.0,,
SWEDEN,2001,10741.0,,
SWEDEN,2002,12888.0,,
SWEDEN,2003,12649.0,,
SWEDEN,2004,13950.0,,
SWEDEN,2005,15677.0,,
SWEDEN,2006,12559.0,,
SWEDEN,2007,12692.0,,
SWEDEN,2008,13291.0,,
SWEDEN,2009,11699.0,,
SWEDEN,2010,13042.0,,
SWEDEN,2011,14651.0,,
SWEDEN,2012,15548.0,,
SWEDEN,2013,15917.0,,
SWEDEN,2017,20361.0,1760.0,22121.0
SWEDEN,2018,18855.0,1084.0,19939.0
SWEDEN,2019,18000.0,1061.0,19061.0
SWEDEN,2020,4225.0,1856.0,6081.0
SWEDEN,2021,5767.0,1848.0,7615.0
SWITZERLAND,2000,12240.0,,
SWITZERLAND,2001,11554.0,,
SWITZERLAND,2002,11427.0,,
SWITZERLAND,2003,8774.0,6202.0,17548.0
SWITZERLAND,2008,11147.0,6260.0,17407.0
SWITZERLAND,2009,10453.0,6069.0,16522.0
SWITZERLAND,2010,10011.0,5892.0,15902.0
SWITZERLAND,2011,10466.0,8483.0,18949.0
SWITZERLAND,2012,12098.0,8194.0,20293.0
SWITZERLAND,2013,12403.0,7900.0,20303.0
SWITZERLAND,2014,12518.0,7316.0,19833.0
SWITZERLAND,2015,13601.0,8486.0,22086.0
SWITZERLAND,2016,13857.0,7679.0,21536.0
SWITZERLAND,2017,15318.0,7163.0,22481.0
SWITZERLAND,2018,15285.0,9287.0,24572.0
SWITZERLAND,2019,13443.0,6354.0,19797.0
SWITZERLAND,2020,6118.0,1506.0,7694.0
SWITZERLAND,2021,6296.0,3868.0,10164.0
SWITZERLAND,2022,11275.1,4570.7,15846.0
SYRIAN ARAB REPUBLIC,2000,3863.0,,
SYRIAN ARAB REPUBLIC,2001,3492.0,,
SYRIAN ARAB REPUBLIC,2002,3299.0,,
SYRIAN ARAB REPUBLIC,2003,3997.0,,
SYRIAN ARAB REPUBLIC,2004,4309.0,,
SYRIAN ARAB REPUBLIC,2005,4564.0,,
SYRIAN ARAB REPUBLIC,2006,4042.0,,
SYRIAN ARAB REPUBLIC,2007,4196.0,,
SYRIAN ARAB REPUBLIC,2008,5253.0,,
SYRIAN ARAB REPUBLIC,2009,5215.0,,
SYRIAN ARAB REPUBLIC,2010,6259.0,,
TAIWAN PROVINCE OF CHINA,2000,,,7329.0
TAIWAN PROVINCE OF CHINA,2001,,,7153.0
TAIWAN PROVINCE OF CHINA,2002,,,7319.0
TAIWAN PROVINCE OF CHINA,2003,,,5923.0
TAIWAN PROVINCE OF CHINA,2004,,,7781.0
TAIWAN PROVINCE OF CHINA,2005,,,8208.0
TAIWAN PROVINCE OF CHINA,2006,,,8671.0
TAIWAN PROVINCE OF CHINA,2007,,,8964.0
TAIWAN PROVINCE OF CHINA,2008,,,8465.0
TAIWAN PROVINCE OF CHINA,2009,,,8143.0
TAIWAN PROVINCE OF CHINA,2010,,,9415.0
TAIWAN PROVINCE OF CHINA,2011,,,9584.0
TAIWAN PROVINCE OF CHINA,2012,,,10240.0
TAIWAN PROVINCE OF CHINA,2013,,,11053.0
TAIWAN PROVINCE OF CHINA,2014,,,11845.0
TAIWAN PROVINCE OF CHINA,2015,,,13183.0
TAIWAN PROVINCE OF CHINA,2016,,,14589.0
TAIWAN PROVINCE OF CHINA,2017,,,15655.0
TAIWAN PROVINCE OF CHINA,2018,,,16645.0
TAIWAN PROVINCE OF CHINA,2019,,,17101.0
TAIWAN PROVINCE OF CHINA,2020,,,2336.0
TAIWAN PROVINCE OF CHINA,2021,,,360.0
TAIWAN PROVINCE OF CHINA,2022,,,1483.0
TAJIKISTAN,2000,6.4,,
TAJIKISTAN,2001,2.7,,
TAJIKISTAN,2012,15.0,,
TAJIKISTAN,2013,15.0,,
TAJIKISTAN,2014,19.0,,
TAJIKISTAN,2015,16.0,,
TAJIKISTAN,2016,22.0,,
TAJIKISTAN,2017,31.0,,
TAJIKISTAN,2018,31.0,,
"TANZANIA, UNITED REPUBLIC OF",2021,121.0,249.0,371.0
THAILAND,2000,1909.0,,
THAILAND,2001,2011.0,,
THAILAND,2002,2250.0,,
THAILAND,2003,2152.0,,
THAILAND,2004,2709.0,,
THAILAND,2005,3047.0,,
THAILAND,2006,3382.0,,
THAILAND,2007,4018.0,,
THAILAND,2008,3908.0,,
THAILAND,2009,4653.0,,
THAILAND,2010,5451.0,,
THAILAND,2011,5397.0,,
THAILAND,2012,5721.0,,
THAILAND,2013,5970.0,,
THAILAND,2014,6444.0,,
THAILAND,2015,6794.0,,
THAILAND,2016,8204.0,,
THAILAND,2017,8963.0,,
THAILAND,2018,9966.0,,
THAILAND,2019,10446.0,,
THAILAND,2020,1706.0,,
THAILAND,2021,33.0,,
TOGO,2016,191.0,,
TOGO,2017,216.0,,
TOGO,2018,236.0,,
TOGO,2019,269.0,,
TRINIDAD AND TOBAGO,2009,270.0,,
TRINIDAD AND TOBAGO,2010,273.0,,
TUNISIA,2000,1632.0,,
TUNISIA,2001,1669.0,,
TUNISIA,2002,1939.0,,
TUNISIA,2003,2274.0,,
TUNISIA,2004,2312.0,,
TUNISIA,2005,2241.0,,
TUNISIA,2006,2302.0,,
TUNISIA,2007,2743.0,,
TUNISIA,2008,3118.0,,
TUNISIA,2009,2623.0,,
TUNISIA,2010,2250.0,,
TUNISIA,2011,2303.0,,
TUNISIA,2012,2897.0,,
TUNISIA,2013,2873.0,,
TUNISIA,2014,2637.0,,
TUNISIA,2016,1830.0,,
TUNISIA,2018,2515.0,,
TUNISIA,2019,2781.0,,
TUNISIA,2020,739.0,,
TUNISIA,2021,1748.0,,
TUNISIA,2022,3314.0,,
TURKMENISTAN,2000,78.0,,
TURKMENISTAN,2001,111.0,,
TURKMENISTAN,2002,79.0,,
TURKMENISTAN,2003,34.0,,
TURKMENISTAN,2004,32.0,,
TURKMENISTAN,2005,33.0,,
TURKMENISTAN,2006,33.0,,
TURKMENISTAN,2007,38.0,,
TUVALU,2000,2.9,,
TUVALU,2001,2.8,,
TUVALU,2002,2.7,,
TUVALU,2003,2.6,,
TUVALU,2004,2.3,,
TUVALU,2005,2.2,,
TUVALU,2006,2.0,,
TUVALU,2007,2.4,,
TUVALU,2011,2.1,,
TUVALU,2018,4.2,,
TUVALU,2019,4.7,,
TUVALU,2020,1.5,,
TUVALU,2021,0.5,,
TUVALU,2022,1.4,,
TÜRKIYE,2000,5284.0,,
TÜRKIYE,2001,4856.0,,
TÜRKIYE,2002,5131.0,,
TÜRKIYE,2003,5928.0,,
TÜRKIYE,2004,7299.0,,
TÜRKIYE,2005,8246.0,,
TÜRKIYE,2006,8275.0,,
TÜRKIYE,2007,4956.0,,
TÜRKIYE,2008,4893.0,,
TÜRKIYE,2009,5561.0,,
TÜRKIYE,2010,6557.0,,
TÜRKIYE,2011,6282.0,,
TÜRKIYE,2012,5803.0,,
TÜRKIYE,2013,7526.0,,
TÜRKIYE,2014,7982.0,,
TÜRKIYE,2015,8751.0,,
TÜRKIYE,2016,7892.0,,
TÜRKIYE,2017,8887.0,,
TÜRKIYE,2018,8383.0,,
TÜRKIYE,2019,9651.0,,
TÜRKIYE,2020,2243.0,,
TÜRKIYE,2021,2738.0,,
TÜRKIYE,2022,7267.0,,
UGANDA,2000,153.0,,
UGANDA,2001,152.0,,
UGANDA,2002,184.0,,
UGANDA,2003,189.0,,
UGANDA,2004,231.0,,
UGANDA,2005,189.0,,
UGANDA,2006,254.0,,
UGANDA,2007,272.0,,
UGANDA,2008,337.0,,
UGANDA,2009,311.0,,
UGANDA,2010,324.0,,
UGANDA,2011,367.0,,
UGANDA,2012,469.0,,
UGANDA,2013,471.0,,
UGANDA,2014,511.0,,
UGANDA,2015,523.0,,
UGANDA,2016,568.0,,
UGANDA,2017,563.0,,
UGANDA,2019,488.0,,
UGANDA,2020,197.0,,
UGANDA,2021,331.0,,
UGANDA,2022,397.0,,
UKRAINE,2000,13422.0,,
UKRAINE,2001,14849.0,,
UKRAINE,2002,14729.0,,
UKRAINE,2003,14795.0,,
UKRAINE,2004,15588.0,,
UKRAINE,2005,16454.0,,
UKRAINE,2006,16875.0,,
UKRAINE,2007,17335.0,531.0,17866.0
UKRAINE,2008,15499.0,601.0,16100.0
UKRAINE,2009,15334.0,627.0,15961.0
UKRAINE,2010,17180.0,561.0,17741.0
UKRAINE,2011,19773.0,562.0,20335.0
UKRAINE,2012,21433.0,322.0,21755.0
UKRAINE,2013,23761.0,227.0,23988.0
UKRAINE,2014,22438.0,199.0,22637.0
UKRAINE,2015,23142.0,194.0,23336.0
UKRAINE,2016,24668.0,558.0,25226.0
UKRAINE,2017,26437.0,630.0,27067.0
UKRAINE,2018,27811.0,166.0,27977.0
UKRAINE,2019,28880.0,466.0,29346.0
UKRAINE,2020,11018.0,233.0,11251.0
UKRAINE,2021,14352.0,374.0,14726.0
UKRAINE,2022,15184.0,355.0,15539.0
UNITED ARAB EMIRATES,2015,17407.0,484.0,17890.0
UNITED ARAB EMIRATES,2016,18222.0,506.0,18728.0
UNITED ARAB EMIRATES,2017,18356.0,510.0,18866.0
UNITED ARAB EMIRATES,2018,18454.0,513.0,18967.0
UNITED ARAB EMIRATES,2019,18395.0,511.0,18906.0
UNITED ARAB EMIRATES,2020,6284.0,175.0,6458.0
UNITED ARAB EMIRATES,2021,7258.1,196.7,7453.8
UNITED KINGDOM,2000,,,56837.0
UNITED KINGDOM,2001,,,58281.0
UNITED KINGDOM,2002,,,59377.0
UNITED KINGDOM,2003,,,61424.0
UNITED KINGDOM,2004,,,64194.0
UNITED KINGDOM,2005,,,66494.0
UNITED KINGDOM,2006,,,69536.0
UNITED KINGDOM,2007,,,69450.0
UNITED KINGDOM,2008,,,69011.0
UNITED KINGDOM,2009,,,63513.0
UNITED KINGDOM,2010,,,64647.0
UNITED KINGDOM,2011,,,67493.0
UNITED KINGDOM,2012,,,66858.0
UNITED KINGDOM,2013,,,68959.0
UNITED KINGDOM,2014,,,72204.0
UNITED KINGDOM,2015,,,77619.0
UNITED KINGDOM,2016,,,81757.0
UNITED KINGDOM,2017,,,87242.0
UNITED KINGDOM,2018,,,90571.0
UNITED KINGDOM,2019,,,93086.0
UNITED KINGDOM,2020,,,23827.0
UNITED KINGDOM,2021,,,19142.0
UNITED KINGDOM,2022,,361.0,70950.0
UNITED STATES OF AMERICA,2000,61327.0,26646.0,87973.0
UNITED STATES OF AMERICA,2001,59442.0,25313.0,84755.0
UNITED STATES OF AMERICA,2002,58066.0,22817.0,80883.0
UNITED STATES OF AMERICA,2003,56250.0,19630.0,75880.0
UNITED STATES OF AMERICA,2004,61809.0,17846.0,79655.0
UNITED STATES OF AMERICA,2005,63503.0,15712.0,79215.0
UNITED STATES OF AMERICA,2006,63663.0,84849.0,148511.0
UNITED STATES OF AMERICA,2007,64049.0,76314.0,140364.0
UNITED STATES OF AMERICA,2008,63653.0,72496.0,136148.0
UNITED STATES OF AMERICA,2009,62130.0,67903.0,129954.0
UNITED STATES OF AMERICA,2010,61061.0,60513.0,121574.0
UNITED STATES OF AMERICA,2011,59209.0,54880.0,114089.0
UNITED STATES OF AMERICA,2012,60697.0,55632.0,116329.0
UNITED STATES OF AMERICA,2013,61344.0,57094.0,118968.0
UNITED STATES OF AMERICA,2014,68185.0,53523.0,121699.0
UNITED STATES OF AMERICA,2015,74191.0,56911.0,130364.0
UNITED STATES OF AMERICA,2016,80223.0,61303.0,141526.0
UNITED STATES OF AMERICA,2017,87657.0,60388.0,148045.0
UNITED STATES OF AMERICA,2018,93137.4,65308.0,158445.4
UNITED STATES OF AMERICA,2019,99744.4,71185.7,170930.1
UNITED STATES OF AMERICA,2020,33499.4,27050.6,60549.9
URUGUAY,2000,667.0,,
URUGUAY,2001,531.0,,
URUGUAY,2002,530.0,,
URUGUAY,2003,495.0,,
URUGUAY,2004,569.0,,
URUGUAY,2005,658.0,,
URUGUAY,2006,666.0,,
URUGUAY,2007,635.0,,
URUGUAY,2008,734.0,,
URUGUAY,2009,826.0,,
URUGUAY,2010,1027.0,,
URUGUAY,2011,1534.0,,
URUGUAY,2012,1816.0,,
URUGUAY,2013,2281.0,,
URUGUAY,2014,2396.0,,
URUGUAY,2015,2217.0,,
URUGUAY,2016,1715.0,,
URUGUAY,2017,1789.0,,
URUGUAY,2018,1947.0,,
URUGUAY,2019,2199.0,,
URUGUAY,2021,93.0,,
UZBEKISTAN,2000,,,217.0
UZBEKISTAN,2001,,,183.0
UZBEKISTAN,2002,,,264.0
UZBEKISTAN,2003,,,400.0
UZBEKISTAN,2004,,,455.0
UZBEKISTAN,2005,,,572.0
UZBEKISTAN,2006,,,893.0
UZBEKISTAN,2007,,,1248.0
UZBEKISTAN,2008,,,1150.0
UZBEKISTAN,2009,,,1317.0
UZBEKISTAN,2010,,,1610.0
UZBEKISTAN,2013,,,3117.0
UZBEKISTAN,2014,,,2786.0
UZBEKISTAN,2015,,,3491.0
UZBEKISTAN,2016,,,3848.0
UZBEKISTAN,2017,,,5182.0
UZBEKISTAN,2018,,,8594.0
UZBEKISTAN,2019,,,8437.0
VANUATU,2000,12.0,,
VANUATU,2001,11.0,,
VANUATU,2002,11.0,,
VANUATU,2003,12.0,,
VANUATU,2004,13.0,,
VANUATU,2005,14.0,,
VANUATU,2006,15.0,,
VANUATU,2007,16.0,,
VANUATU,2008,19.0,,
VANUATU,2009,20.0,,
VANUATU,2010,21.0,,
VANUATU,2011,22.0,,
VANUATU,2012,23.0,,
VANUATU,2013,26.0,,
VANUATU,2014,26.0,,
VANUATU,2015,27.0,,
VANUATU,2016,20.3,,
VANUATU,2017,26.3,,
VANUATU,2018,28.4,,
VANUATU,2019,36.4,,
VANUATU,2020,9.4,,
VANUATU,2021,9.0,,
VANUATU,2022,18.2,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2000,954.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2001,933.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2002,881.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2003,832.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2004,816.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2005,1067.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2006,1095.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2007,1410.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2008,1745.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2009,1651.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2010,1477.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2011,1719.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2012,1734.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2013,1931.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2014,1589.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2015,1539.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2016,1530.0,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2017,1079.0,,
ZIMBABWE,2003,386.0,,
ZIMBABWE,2004,498.0,,
ZIMBABWE,2005,474.0,,
ZIMBABWE,2006,541.0,,
ZIMBABWE,2007,547.0,,
ZIMBABWE,2008,593.0,,
ZIMBABWE,2009,631.0,,
ZIMBABWE,2010,650.0,,
ZIMBABWE,2011,693.0,,
ZIMBABWE,2012,720.0,,
ZIMBABWE,2013,2946.0,,
ZIMBABWE,2014,3182.0,,
ZIMBABWE,2015,3393.0,,
ZIMBABWE,2016,3192.0,,
ZIMBABWE,2017,2768.0,,
ZIMBABWE,2018,2288.0,,
ZIMBABWE,2019,3275.0,,
